ENSG,Pathway,pathways_grouped,PathwayGroup,Gene_name
ENSG00000244122,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT1A7
ENSG00000244474,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT1A4
ENSG00000248144,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ADH1C
ENSG00000288702,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT1A3
ENSG00000288705,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT1A5
ENSG00000008394,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,MGST1
ENSG00000010165,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL13
ENSG00000029639,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TFB1M
ENSG00000059588,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TARBP1
ENSG00000065621,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GSTO2
ENSG00000066651,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TRMT11
ENSG00000067365,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL22
ENSG00000068438,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,FTSJ1
ENSG00000071462,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,BUD23
ENSG00000080166,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,DCT
ENSG00000084207,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GSTP1
ENSG00000085871,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,MGST2
ENSG00000087995,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL2A
ENSG00000093010,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,COMT
ENSG00000099984,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GSTT2
ENSG00000100462,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,PRMT5
ENSG00000100483,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,VCPKMT
ENSG00000100577,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GSTZ1
ENSG00000101247,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,NDUFAF5
ENSG00000101574,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL4
ENSG00000103037,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,SETD6
ENSG00000103876,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,FAH
ENSG00000104951,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,IL4I1
ENSG00000105202,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,FBL
ENSG00000105607,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GCDH
ENSG00000108592,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,FTSJ3
ENSG00000109576,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,AADAT
ENSG00000110871,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,COQ5
ENSG00000111218,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,PRMT8
ENSG00000111641,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,NOP2
ENSG00000113924,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,HGD
ENSG00000114735,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,HEMK1
ENSG00000115526,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,CHST10
ENSG00000115919,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,KYNU
ENSG00000116791,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,CRYZ
ENSG00000117009,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,KMO
ENSG00000117481,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,NSUN4
ENSG00000121053,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,EPX
ENSG00000121691,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,CAT
ENSG00000122435,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TRMT13
ENSG00000122687,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,MRM2
ENSG00000123427,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,EEF1AKMT3
ENSG00000123454,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,DBH
ENSG00000123600,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL8
ENSG00000124302,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,CHST8
ENSG00000126457,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,PRMT1
ENSG00000126749,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,EMG1
ENSG00000127804,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL16
ENSG00000130305,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,NSUN5
ENSG00000130508,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,PXDN
ENSG00000130540,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,SULT4A1
ENSG00000131203,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,IDO1
ENSG00000132275,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,RRP8
ENSG00000132600,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,PRMT7
ENSG00000133433,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GSTT2B
ENSG00000134184,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GSTM1
ENSG00000134201,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GSTM5
ENSG00000134202,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GSTM3
ENSG00000135220,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT2A3
ENSG00000135702,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,CHST5
ENSG00000137574,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TGS1
ENSG00000137760,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ALKBH8
ENSG00000137944,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,KYAT3
ENSG00000138382,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL5
ENSG00000139160,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ETFBKMT
ENSG00000139780,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL21C
ENSG00000140835,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,CHST4
ENSG00000141744,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,PNMT
ENSG00000142453,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,CARM1
ENSG00000143198,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,MGST3
ENSG00000143499,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,SMYD2
ENSG00000144401,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL21A
ENSG00000145194,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ECE2
ENSG00000145331,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TRMT10A
ENSG00000145388,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL14
ENSG00000145626,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT3A1
ENSG00000146834,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,MEPCE
ENSG00000147485,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,PXDNL
ENSG00000148834,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GSTO1
ENSG00000149124,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GLYAT
ENSG00000150456,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,EEF1AKMT1
ENSG00000151790,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TDO2
ENSG00000153086,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,ACMSD
ENSG00000154080,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,CHST9
ENSG00000154252,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GAL3ST2
ENSG00000156239,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,N6AMT1
ENSG00000156689,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GLYATL2
ENSG00000158104,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,HPD
ENSG00000160310,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,PRMT2
ENSG00000162623,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TYW3
ENSG00000162851,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TFB2M
ENSG00000163106,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,HPGDS
ENSG00000164169,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,PRMT9
ENSG00000165055,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL2B
ENSG00000165275,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,TRMT10B
ENSG00000165591,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,FAAH2
ENSG00000165644,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,COMTD1
ENSG00000165792,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL17
ENSG00000166840,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GLYATL1
ENSG00000167419,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,LPO
ENSG00000168671,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT3A2
ENSG00000168765,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GSTM4
ENSG00000168806,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,LCMT2
ENSG00000169154,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GOT1L1
ENSG00000169519,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL15
ENSG00000170439,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL7B
ENSG00000170899,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,GSTA4
ENSG00000171097,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,KYAT1
ENSG00000171759,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,PAH
ENSG00000171806,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METTL18
ENSG00000171861,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,MRM3
ENSG00000173597,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,SULT1B1
ENSG00000173610,"Phenylalanine, tyrosine and tryptophan biosynthesis","Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,UGT2A1
